society;n_employe;city;country;command_date;n_command;product_name;total_price
Frankenversand;1;München;Allemagne;09/05/1996;11012;Camembert Pierrot;5 814,00 F
Frankenversand;1;München;Allemagne;09/05/1996;11012;Teatime Chocolate Biscuits;2 185,00 F
Romero y tomillo;2;Madrid;Espagne;09/05/1996;11013;Tunnbröd;450,00 F
Romero y tomillo;2;Madrid;Espagne;09/05/1996;11013;Singaporean Hokkien Fried Mee;280,00 F
Romero y tomillo;2;Madrid;Espagne;09/05/1996;11013;Røgede sild;950,00 F
Romero y tomillo;2;Madrid;Espagne;09/05/1996;11013;Scottish Longbreads;125,00 F
Santé Gourmet;2;Stavern;Norvège;10/05/1996;11015;Nord-Ost Matjeshering;1 941,75 F
Santé Gourmet;2;Stavern;Norvège;10/05/1996;11015;Original Frankfurter grüne Soße;1 170,00 F
Ernst Handel;9;Graz;Autriche;13/05/1996;11017;Outback Lager;2 250,00 F
Ernst Handel;9;Graz;Autriche;13/05/1996;11017;Aniseed Syrup;1 250,00 F
Ernst Handel;9;Graz;Autriche;13/05/1996;11017;Raclette Courdavault;30 250,00 F
Lonesome Pine Restaurant;4;Portland;États-Unis;13/05/1996;11018;Carnarvon Tigers;3 125,00 F
Lonesome Pine Restaurant;4;Portland;États-Unis;13/05/1996;11018;Queso Manchego La Pastora;3 800,00 F
Rancho grande;6;Buenos Aires;Argentine;13/05/1996;11019;Spegesild;180,00 F
Rancho grande;6;Buenos Aires;Argentine;13/05/1996;11019;Maxilaku;200,00 F
QUICK-Stop;3;Cunewalde;Allemagne;14/05/1996;11021;Chang;783,75 F
QUICK-Stop;3;Cunewalde;Allemagne;14/05/1996;11021;Sir Rodney's Marmalade;6 075,00 F
QUICK-Stop;3;Cunewalde;Allemagne;14/05/1996;11021;Manjimup Dried Apples;8 745,00 F
QUICK-Stop;3;Cunewalde;Allemagne;14/05/1996;11021;Mozzarella di Giovanni;6 090,00 F
Hanari Carnes;9;Rio de Janeiro;Brésil;14/05/1996;11022;Teatime Chocolate Biscuits;1 610,00 F
B's Beverages;1;London;Royaume-Uni;14/05/1996;11023;Uncle Bob's Organic Dried Pears;600,00 F
Eastern Connection;4;London;Royaume-Uni;15/05/1996;11024;Louisiana Fiery Hot Pepper Sauce;2 210,25 F
Wartian Herkku;6;Oulu;Finlande;15/05/1996;11025;Chai;810,00 F
Wartian Herkku;6;Oulu;Finlande;15/05/1996;11025;Konbu;540,00 F
Franchi S.p.A.;4;Torino;Italie;15/05/1996;11026;Manjimup Dried Apples;2 650,00 F
Franchi S.p.A.;4;Torino;Italie;15/05/1996;11026;Carnarvon Tigers;2 500,00 F
Bottom-Dollar Markets;1;Tsawassen;Canada;16/05/1996;11027;Tarte au sucre;3 882,37 F
Königlich Essen;2;Brandenburg;Allemagne;16/05/1996;11028;Pâté chinois;4 200,00 F
Königlich Essen;2;Brandenburg;Allemagne;16/05/1996;11028;Raclette Courdavault;6 600,00 F
Chop-suey Chinese;4;Bern;Suisse;16/05/1996;11029;Vegie-spread;2 634,00 F
Save-a-lot Markets;7;Boise;États-Unis;17/05/1996;11030;Chang;7 125,00 F
Save-a-lot Markets;7;Boise;États-Unis;17/05/1996;11030;Chef Anton's Gumbo Mix;7 472,50 F
Save-a-lot Markets;7;Boise;États-Unis;17/05/1996;11030;Thüringer Rostbratwurst;27 852,75 F
Save-a-lot Markets;7;Boise;États-Unis;17/05/1996;11030;Raclette Courdavault;20 625,00 F
Save-a-lot Markets;6;Boise;États-Unis;17/05/1996;11031;Chai;4 050,00 F
Save-a-lot Markets;6;Boise;États-Unis;17/05/1996;11031;Wimmers gute Semmelknödel;3 325,00 F
Save-a-lot Markets;6;Boise;États-Unis;17/05/1996;11031;Konbu;2 400,00 F
White Clover Markets;2;Seattle;États-Unis;17/05/1996;11032;Côte de Blaye;32 937,50 F
White Clover Markets;2;Seattle;États-Unis;17/05/1996;11032;Raclette Courdavault;8 250,00 F
7;7;Genève;Suisse;17/05/1996;11033;Perth Pasties;10 332,00 F
Old World Delicatessen;8;Anchorage;États-Unis;20/05/1996;11034;Sir Rodney's Scones;675,00 F
Old World Delicatessen;8;Anchorage;États-Unis;20/05/1996;11034;Sirop d'érable;855,00 F
Suprêmes délices;2;Charleroi;Belgique;20/05/1996;11035;Tourtière;372,50 F
Suprêmes délices;2;Charleroi;Belgique;20/05/1996;11035;Chai;900,00 F
Suprêmes délices;2;Charleroi;Belgique;20/05/1996;11035;Steeleye Stout;5 400,00 F
Suprêmes délices;2;Charleroi;Belgique;20/05/1996;11035;Singaporean Hokkien Fried Mee;2 100,00 F
Drachenblut Delikatessen;8;Aachen;Allemagne;20/05/1996;11036;Konbu;210,00 F
Drachenblut Delikatessen;8;Aachen;Allemagne;20/05/1996;11036;Raclette Courdavault;8 250,00 F
Suprêmes délices;1;Charleroi;Belgique;21/05/1996;11038;Boston Crab Meat;368,00 F
LINO-Delicateses;1;I. de Margarita;Venezuela;21/05/1996;11039;Rössle Sauerkraut;4 560,00 F
LINO-Delicateses;1;I. de Margarita;Venezuela;21/05/1996;11039;Steeleye Stout;2 160,00 F
LINO-Delicateses;1;I. de Margarita;Venezuela;21/05/1996;11039;Maxilaku;6 000,00 F
Great Lakes Food Market;4;Eugene;États-Unis;22/05/1996;11040;Sir Rodney's Scones;1 000,00 F
Chop-suey Chinese;3;Bern;Suisse;22/05/1996;11041;Chang;2 280,00 F
Chop-suey Chinese;3;Bern;Suisse;22/05/1996;11041;Vegie-spread;6 585,00 F
Comércio Mineiro;2;São Paulo;Brésil;22/05/1996;11042;Sirop d'érable;570,00 F
Spécialités du monde;5;Paris;France;22/05/1996;11043;Queso Cabrales;1 050,00 F
Wolski  Zajazd;4;Warszawa;Pologne;23/05/1996;11044;Tarte au sucre;2 958,00 F
Bottom-Dollar Markets;6;Tsawassen;Canada;23/05/1996;11045;Manjimup Dried Apples;6 360,00 F
Die Wandernde Kuh;8;Stuttgart;Allemagne;23/05/1996;11046;Queso Manchego La Pastora;3 610,00 F
Die Wandernde Kuh;8;Stuttgart;Allemagne;23/05/1996;11046;Mascarpone Fabioli;2 280,00 F
Die Wandernde Kuh;8;Stuttgart;Allemagne;23/05/1996;11046;Steeleye Stout;1 539,00 F
Eastern Connection;7;London;Royaume-Uni;24/05/1996;11047;Chai;1 687,50 F
Eastern Connection;7;London;Royaume-Uni;24/05/1996;11047;Chef Anton's Gumbo Mix;2 401,88 F
Gourmet Lanchonetes;3;Campinas;Brésil;24/05/1996;11049;Chang;760,00 F
Gourmet Lanchonetes;3;Campinas;Brésil;24/05/1996;11049;Queso Manchego La Pastora;608,00 F
Folk och fä HB;8;Bräcke;Suède;27/05/1996;11050;Lakkalikööri;4 050,00 F
Hanari Carnes;3;Rio de Janeiro;Brésil;27/05/1996;11052;Sirop d'érable;1 140,00 F
Piccolo und mehr;2;Salzburg;Autriche;27/05/1996;11053;Mascarpone Fabioli;3 200,00 F
Piccolo und mehr;2;Salzburg;Autriche;27/05/1996;11053;Wimmers gute Semmelknödel;3 325,00 F
Piccolo und mehr;2;Salzburg;Autriche;27/05/1996;11053;Carnarvon Tigers;8 750,00 F
HILARIÓN-Abastos;7;San Cristóbal;Venezuela;28/05/1996;11055;Manjimup Dried Apples;5 300,00 F
Eastern Connection;8;London;Royaume-Uni;28/05/1996;11056;Uncle Bob's Organic Dried Pears;6 000,00 F
Eastern Connection;8;London;Royaume-Uni;28/05/1996;11056;Pâté chinois;4 200,00 F
Eastern Connection;8;London;Royaume-Uni;28/05/1996;11056;Camembert Pierrot;8 500,00 F
North/South;3;London;Royaume-Uni;29/05/1996;11057;Outback Lager;225,00 F
Blauer See Delikatessen;9;Mannheim;Allemagne;29/05/1996;11058;Sir Rodney's Scones;150,00 F
Blauer See Delikatessen;9;Mannheim;Allemagne;29/05/1996;11058;Camembert Pierrot;3 570,00 F
Blauer See Delikatessen;9;Mannheim;Allemagne;29/05/1996;11058;Sirop d'érable;570,00 F
Ricardo Adocicados;2;Rio de Janeiro;Brésil;29/05/1996;11059;Konbu;900,00 F
Ricardo Adocicados;2;Rio de Janeiro;Brésil;29/05/1996;11059;Camembert Pierrot;5 950,00 F
Franchi S.p.A.;2;Torino;Italie;30/05/1996;11060;Camembert Pierrot;680,00 F
Franchi S.p.A.;2;Torino;Italie;30/05/1996;11060;Original Frankfurter grüne Soße;650,00 F
Great Lakes Food Market;4;Eugene;États-Unis;30/05/1996;11061;Camembert Pierrot;2 550,00 F
Reggiani Caseifici;4;Reggio Emilia;Italie;30/05/1996;11062;Perth Pasties;1 312,00 F
Reggiani Caseifici;4;Reggio Emilia;Italie;30/05/1996;11062;Outback Lager;720,00 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;30/05/1996;11063;Sasquatch Ale;2 100,00 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;30/05/1996;11063;Boston Crab Meat;3 312,00 F
Save-a-lot Markets;1;Boise;États-Unis;31/05/1996;11064;Perth Pasties;3 690,00 F
Save-a-lot Markets;1;Boise;États-Unis;31/05/1996;11064;Pâté chinois;432,00 F
LILA-Supermercado;8;Barquisimeto;Venezuela;31/05/1996;11065;Tourtière;558,75 F
White Clover Markets;7;Seattle;États-Unis;31/05/1996;11066;Sasquatch Ale;2 450,00 F
White Clover Markets;7;Seattle;États-Unis;31/05/1996;11066;Pavlova;261,75 F
White Clover Markets;7;Seattle;États-Unis;31/05/1996;11066;Teatime Chocolate Biscuits;1 932,00 F
Queen Cozinha;8;São Paulo;Brésil;03/06/1996;11068;Original Frankfurter grüne Soße;1 547,00 F
Tortuga Restaurante;1;México D.F.;Mexique;03/06/1996;11069;Chartreuse verte;1 800,00 F
Lehmanns Marktstand;2;Frankfurt a.M.;Allemagne;04/06/1996;11070;Chai;3 060,00 F
Lehmanns Marktstand;2;Frankfurt a.M.;Allemagne;04/06/1996;11070;Chang;1 615,00 F
Lehmanns Marktstand;2;Frankfurt a.M.;Allemagne;04/06/1996;11070;Pavlova;2 224,87 F
LILA-Supermercado;1;Barquisimeto;Venezuela;04/06/1996;11071;Uncle Bob's Organic Dried Pears;2 137,50 F
LILA-Supermercado;1;Barquisimeto;Venezuela;04/06/1996;11071;Konbu;285,00 F
Ernst Handel;4;Graz;Autriche;04/06/1996;11072;Chang;760,00 F
Ernst Handel;4;Graz;Autriche;04/06/1996;11072;Valkoinen suklaa;1 787,50 F
Ernst Handel;4;Graz;Autriche;04/06/1996;11072;Wimmers gute Semmelknödel;21 612,50 F
Simons bistro;7;København;Danemark;05/06/1996;11074;Pavlova;1 160,42 F
7;8;Genève;Suisse;05/06/1996;11075;Lakkalikööri;153,00 F
7;8;Genève;Suisse;05/06/1996;11075;Chang;807,50 F
7;8;Genève;Suisse;05/06/1996;11075;Spegesild;1 530,00 F
Bon app';4;Marseille;France;05/06/1996;11076;Tofu;1 743,75 F
Bon app';4;Marseille;France;05/06/1996;11076;Teatime Chocolate Biscuits;345,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Tofu;112,76 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Rhönbräu Klosterbier;155,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Louisiana Hot Spiced Okra;85,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Wimmers gute Semmelknödel;322,53 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Camembert Pierrot;319,60 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Pâté chinois;240,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Spegesild;176,40 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Chartreuse verte;171,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Mascarpone Fabioli;160,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Tunnbröd;90,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Pavlova;169,27 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Konbu;120,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Northwoods Cranberry Sauce;360,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Uncle Bob's Organic Dried Pears;142,50 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Chef Anton's Cajun Seasoning;110,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Aniseed Syrup;200,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Chang;1 824,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Original Frankfurter grüne Soße;130,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;05/06/1996;11077;Sir Rodney's Marmalade;388,80 F
